,workclass,education,marital-status,occupation,relationship,race,gender,net-income
5518,Local-gov,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50
5519,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Female,<=50
5520,Private,Some-college,Never-married,Sales,Own-child,White,Female,<=50
5521,Private,Bachelors,Never-married,Sales,Other-relative,White,Female,<=50
5522,Private,11th,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,>50
5523,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50
5524,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,<=50
5525,Private,HS-grad,Never-married,Other-service,Other-relative,White,Male,<=50
5526,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50
5527,Local-gov,11th,Widowed,Protective-serv,Unmarried,Black,Female,<=50
5528,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,<=50
5529,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,<=50
5530,Private,Assoc-acdm,Never-married,Handlers-cleaners,Own-child,White,Male,<=50
5531,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,<=50
5532,Federal-gov,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,<=50
5533,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50
5534,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5535,Private,Assoc-voc,Never-married,Prof-specialty,Unmarried,Black,Female,<=50
5536,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
5537,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,<=50
5538,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
5539,Private,9th,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50
5540,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,<=50
5541,Private,Some-college,Married-civ-spouse,Protective-serv,Other-relative,Black,Female,<=50
5542,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50
5543,Self-emp-not-inc,Assoc-acdm,Divorced,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,<=50
5544,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,<=50
5545,Private,11th,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50
5546,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50
5547,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5548,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,<=50
5549,Private,Doctorate,Never-married,Prof-specialty,Own-child,White,Male,<=50
5550,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,<=50
5551,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,<=50
5552,State-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,<=50
5553,Private,Masters,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,<=50
5554,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,<=50
5555,Private,11th,Divorced,Other-service,Unmarried,White,Female,<=50
5556,Private,Some-college,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,<=50
5557,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5558,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,<=50
5559,Private,Some-college,Never-married,Other-service,Own-child,White,Male,<=50
5560,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,<=50
5561,State-gov,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,<=50
5562,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,<=50
5563,Private,Some-college,Separated,Other-service,Unmarried,White,Female,<=50
5564,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,<=50
5565,State-gov,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,<=50
5566,Private,HS-grad,Never-married,Sales,Not-in-family,Black,Female,<=50
5567,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,>50
5568,Local-gov,HS-grad,Never-married,Protective-serv,Own-child,Black,Female,<=50
5569,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50
5570,Local-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,<=50
5571,Self-emp-not-inc,1st-4th,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
5572,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,<=50
5573,Private,HS-grad,Separated,Adm-clerical,Not-in-family,Black,Female,<=50
5574,Local-gov,Some-college,Married-spouse-absent,Craft-repair,Other-relative,White,Male,>50
5575,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,<=50
5576,Self-emp-not-inc,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Male,>50
5577,Private,HS-grad,Divorced,Machine-op-inspct,Own-child,Black,Female,<=50
5578,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5579,Private,11th,Never-married,Sales,Own-child,White,Female,<=50
5580,State-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,<=50
5581,Self-emp-not-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,<=50
5582,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Wife,White,Female,<=50
5583,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,<=50
5584,Local-gov,Bachelors,Divorced,Protective-serv,Not-in-family,White,Male,<=50
5585,Local-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50
5586,Local-gov,12th,Married-civ-spouse,Tech-support,Husband,White,Male,<=50
5587,Private,11th,Never-married,Sales,Own-child,White,Female,<=50
5588,Local-gov,HS-grad,Never-married,Protective-serv,Unmarried,White,Male,<=50
5589,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,<=50
5590,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50
5591,Private,7th-8th,Never-married,Other-service,Own-child,White,Female,<=50
5592,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,<=50
5593,Private,9th,Married-civ-spouse,Farming-fishing,Husband,White,Male,>50
5594,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,<=50
5595,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,<=50
5596,Private,Assoc-voc,Never-married,Tech-support,Own-child,White,Female,<=50
5597,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50
5598,Private,Some-college,Separated,Sales,Unmarried,White,Female,<=50
5599,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
5600,Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
5601,Private,10th,Married-civ-spouse,Craft-repair,Other-relative,White,Male,<=50
5602,Private,HS-grad,Divorced,Other-service,Unmarried,Black,Male,<=50
5603,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50
5604,Private,10th,Never-married,Other-service,Own-child,White,Female,<=50
5605,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50
5606,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,<=50
5607,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5608,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
5609,Private,10th,Divorced,Sales,Own-child,White,Female,<=50
5610,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,<=50
5611,Self-emp-not-inc,Doctorate,Separated,Prof-specialty,Not-in-family,White,Male,<=50
5612,Private,Masters,Divorced,Other-service,Not-in-family,Other,Female,<=50
5613,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,<=50
5614,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,<=50
5615,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,<=50
5616,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,<=50
5617,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,Black,Female,<=50
5618,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,<=50
5619,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50
5620,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5621,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
5622,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,<=50
5623,Private,Some-college,Never-married,Other-service,Own-child,White,Male,<=50
5624,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5625,Private,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,>50
5626,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
5627,Private,10th,Divorced,Other-service,Unmarried,White,Female,<=50
5628,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,<=50
5629,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
5630,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,<=50
5631,Private,Some-college,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,<=50
5632,Local-gov,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,<=50
5633,Private,HS-grad,Never-married,Sales,Own-child,White,Female,<=50
5634,Private,9th,Never-married,Adm-clerical,Unmarried,White,Female,<=50
5635,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,<=50
5636,State-gov,HS-grad,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,>50
5637,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,Unmarried,White,Male,<=50
5638,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,>50
5639,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5640,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,<=50
5641,Self-emp-inc,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,<=50
5642,State-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,<=50
5643,Private,12th,Never-married,Other-service,Own-child,White,Male,<=50
5644,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
5645,Private,12th,Married-civ-spouse,Adm-clerical,Husband,Black,Male,<=50
5646,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Female,<=50
5647,Local-gov,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,<=50
5648,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,<=50
5649,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50
5650,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,<=50
5651,Private,Some-college,Never-married,Exec-managerial,Unmarried,White,Male,<=50
5652,Private,7th-8th,Never-married,Machine-op-inspct,Unmarried,White,Male,<=50
5653,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5654,Private,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,>50
5655,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,<=50
5656,Private,Bachelors,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,<=50
5657,Local-gov,12th,Never-married,Protective-serv,Own-child,White,Male,<=50
5658,Private,Preschool,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50
5659,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50
5660,State-gov,Masters,Never-married,Tech-support,Not-in-family,White,Male,<=50
5661,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
5662,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50
5663,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50
5664,Private,Some-college,Never-married,Other-service,Own-child,White,Female,<=50
5665,Private,Some-college,Separated,Adm-clerical,Not-in-family,White,Female,<=50
5666,Self-emp-inc,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
5667,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,<=50
5668,Private,Assoc-acdm,Never-married,Protective-serv,Own-child,White,Male,<=50
5669,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5670,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,<=50
5671,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50
5672,Private,HS-grad,Married-spouse-absent,Other-service,Own-child,White,Female,<=50
5673,Federal-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,<=50
5674,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,<=50
5675,Self-emp-not-inc,12th,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,<=50
5676,Self-emp-inc,Some-college,Divorced,Sales,Unmarried,Asian-Pac-Islander,Male,<=50
5677,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,<=50
5678,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50
5679,Local-gov,Preschool,Married-civ-spouse,Other-service,Husband,White,Male,<=50
5680,Local-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,>50
5681,State-gov,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,<=50
5682,Private,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
5683,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,<=50
5684,Private,Some-college,Never-married,Other-service,Own-child,White,Male,<=50
5685,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
5686,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,<=50
5687,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,<=50
5688,Private,Some-college,Never-married,Sales,Own-child,White,Female,<=50
5689,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,<=50
5690,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,<=50
5691,Private,Some-college,Divorced,Tech-support,Own-child,White,Female,<=50
5692,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5693,Private,Some-college,Never-married,Tech-support,Own-child,White,Male,<=50
5694,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
5695,Federal-gov,HS-grad,Divorced,Farming-fishing,Other-relative,White,Male,<=50
5696,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50
5697,Private,11th,Divorced,Craft-repair,Unmarried,White,Male,<=50
5698,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,<=50
5699,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,<=50
5700,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5701,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
5702,Local-gov,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,>50
5703,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
5704,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,<=50
5705,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,Black,Female,<=50
5706,Private,HS-grad,Never-married,Priv-house-serv,Other-relative,White,Female,<=50
5707,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,<=50
5708,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Male,<=50
5709,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,<=50
5710,Federal-gov,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,<=50
5711,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,<=50
5712,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,<=50
5713,Private,Assoc-voc,Divorced,Tech-support,Own-child,White,Male,<=50
5714,Self-emp-not-inc,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Female,<=50
5715,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50
5716,Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,<=50
5717,Private,11th,Divorced,Craft-repair,Not-in-family,White,Male,<=50
5718,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,<=50
5719,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,<=50
5720,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5721,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,<=50
5722,Self-emp-not-inc,Some-college,Divorced,Other-service,Unmarried,White,Male,<=50
5723,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,<=50
5724,Local-gov,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,<=50
5725,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,<=50
5726,Private,Assoc-voc,Never-married,Transport-moving,Own-child,White,Male,<=50
5727,Self-emp-not-inc,HS-grad,Widowed,Sales,Not-in-family,White,Male,<=50
5728,Private,HS-grad,Widowed,Transport-moving,Not-in-family,White,Male,>50
5729,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50
5730,Private,7th-8th,Married-spouse-absent,Priv-house-serv,Unmarried,White,Female,<=50
5731,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5732,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,<=50
5733,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
5734,Private,Some-college,Divorced,Handlers-cleaners,Not-in-family,White,Male,<=50
5735,Local-gov,Assoc-voc,Divorced,Exec-managerial,Unmarried,White,Female,<=50
5736,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50
5737,Private,11th,Never-married,Other-service,Own-child,White,Female,<=50
5738,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50
